word,phonetic,translation,tag,exchange
escape,i'skeip,"n. 逃亡, 避难设备, 逃跑\nvi. 逃脱, 避开, 溜走\nvt. 逃避, 避免, 被...忘掉",gk cet4 cet6 ky toefl,p:escaped/d:escaped/i:escaping/3:escapes/s:escapes
escapism,is'keipizәm,"n. 逃避现实, 逃避主义",gre,
escapist,is'keipist,a. 逃避现实的\nn. 逃避现实者,toefl,s:escapists
eschew,is'tʃu:,"vt. 避开, 远避",toefl gre,i:eschewing/p:eschewed/3:eschews/d:eschewed/s:eschews
escort,'eskɒ:t,"n. 护送者, 护卫者, 护航舰\nvt. 护卫, 护送",cet6 ky toefl ielts gre,d:escorted/p:escorted/i:escorting/s:escorts/3:escorts
esophagus,i:'sɒfәgәs,n. 食道\n[医] 食管,gre,
esoteric,.esәu'terik,"a. 秘教的, 奥秘的, 秘传的\n[医] 体内的, 内部的, 隐的",gre,s:esoterics
especially,i'speʃәli,"adv. 尤其, 特别, 格外",zk gk cet4 cet6 ky,
espionage,.espiә'nɑ:ʒ,"n. 间谍活动\n[法] 间谍活动, 刺探, 间谍",gre,
espousal,i'spauzl,"n. 拥护, 订婚, 婚礼",gre,
espouse,i'spauz,"vt. 支持, 赞成, 嫁, 娶\n[法] 娶, 出嫁, 信奉",gre,d:espoused/p:espoused/i:espousing/3:espouses
espy,i'spai,"vt. 看出, 望见, 发现",gre,p:espied/d:espied/i:espying/3:espies
essay,'esei. e'sei,"n. 随笔, 短文, 评论, 企图\nvt. 试图",gk cet4 cet6 ky ielts,s:essays/p:essayed/d:essayed/i:essaying/3:essays
essence,'esns,"n. 实质, 本质, 香精\n[化] 香精",cet6 ky toefl ielts,s:essences
essential,i'senʃәl,"n. 要素, 要点, 本质\na. 必要的, 重要的, 本质的\n[计] 本质冒险",cet4 cet6 ky toefl ielts gre,s:essentials
establish,i'stæbliʃ,"vt. 建立, 确立, 制定\nvi. 移植生长",cet4 cet6 ky ielts,d:established/i:establishing/p:established/3:establishes
establishment,i'stæbliʃmәnt,"n. 确立, 制定, 设施\n[经] 企业, 公司, 商店",cet4 cet6 ky,s:establishments
estate,i'steit,"n. 不动产, (人生的)阶段, 阶层, 财产\n[经] 房地产, 遗产, 财产",cet4 cet6 ky toefl ielts,s:estates
esteem,i'sti:m,"n. 尊敬, 尊重\nvt. 尊敬, 尊重, 认为",ky toefl ielts,d:esteemed/p:esteemed/3:esteems/i:esteeming/s:esteems
esthetic,es'θetik,a. 审美的\n[医] 感觉的,cet6,
estimable,'estimәbl,"a. 可尊敬的, 可估计的",toefl gre,
estimate,'estimeit,"n. 估计, 判断\nvt. 估计, 评价, 判断\nvi. 估计",cet4 cet6 ky toefl ielts,d:estimated/s:estimates/p:estimated/3:estimates/i:estimating
estrange,i'streindʒ,"vt. 使疏远, 离间, 使离开",gre,i:estranging/p:estranged/3:estranges/d:estranged
estranged,i'streindʒd,"a. 疏远的, 分离的, 隔离的",gre,1:pd/0:estrange
estuary,'estjuәri,"n. 河口, 港湾",gre,s:estuaries
etch,etʃ,"vt. 蚀刻, 蚀镂\nvi. 施行蚀刻法\nn. 腐蚀剂\n[计] 刻蚀; 侵蚀",toefl gre,d:etched/p:etched/i:etching/3:etches/s:etches
etching,'etʃiŋ,"n. 蚀刻版画, 蚀刻画, 蚀刻术\n[化] 蚀刻; 浸蚀",gre,0:etch/1:i/s:etchings/i:etching
eternal,i'tә:nl,"a. 永恒的, 永远的, 不灭的",cet6 ky toefl ielts gre,
ethereal,i'θiriәl,"a. 轻的, 飘渺的, 天上的\n[医] 醚制的, 挥发性的",gre,
ethic,'eθik,"n. 道德规范, 伦理",toefl,
ethical,'eθikәl,"a. 伦理的, 民族的, 民族特有的\n[医] 伦理的, 道德的",cet6,
ethically,,adv. 伦理上,toefl,
ethics,'eθiks,n. 道德规范\n[医] 伦理学,cet6 toefl gre,
ethnic,'eθnik,"a. 人种的, 种族的\n[医] 人种的",cet6 ky toefl ielts gre,
ethnology,eθ'nɒlәdʒi,n. 人种学\n[医] 人种学,gre,
ethos,'i:θɔs,n. 气质；民族精神；社会思潮,gre,
etiquette,eti'ket,"n. 礼仪, 礼节, 成规\n[法] 规则, 成规, 礼节",toefl ielts gre,s:etiquettes
etymology,.eti'mɔlәdʒi,"n. 语源, 语源学",gre,s:etymologies
eucalyptus,.ju:kә'liptәs,n. 桉(树)属植物\n[化] 桉属,gre,
eugenic,ju:'dʒenik,"a. 优生学的, 优种的\n[医] 优生学",gre,
eulogistic,",ju:lә'dʒistik","a. 颂扬的, 歌功颂德的, 称赞的",gre,
eulogize,'ju:lәdʒaiz,"vt. 称赞, 颂扬",gre,i:eulogizing/p:eulogized/3:eulogizes/d:eulogized
eulogy,'ju:lәdʒi,"n. 赞词, 称颂",toefl gre,s:eulogies
euphemism,'ju:fәmizm,"n. 委婉说法, 委婉语",gre,s:euphemisms
euphonious,ju:'fәuniәs,"a. 音响好的, 悦耳的, 声音和谐的",toefl gre,
euphony,'ju:fәni,n. 悦耳之音,toefl,
euphoria,ju:'fɒ:riә,"n. 兴奋, 陶醉, 陶醉感\n[医] 精神愉快, 欣快",gre,
Europe,'juәrәp,n. 欧洲,zk ielts,
European,.juәrә'pi:әn,"n. 欧洲人\na. 欧洲的, 欧洲人的",zk gk ielts,s:europeans
evacuate,i'vækjueit,"v. 疏散, 撤出, 排泄",cet4 cet6 ky toefl ielts gre,d:evacuated/i:evacuating/p:evacuated/3:evacuates
evade,i'veid,"v. (巧妙地)逃脱, 规避, 逃避",ky toefl ielts gre,i:evading/d:evaded/p:evaded/3:evades
evaluate,i'væljueit,"vt. 评估, 评价, 赋值",gk cet4 cet6 ky toefl ielts,d:evaluated/i:evaluating/p:evaluated/3:evaluates
evaluation,i.vælju'eiʃәn,"n. 评估, 估价, 求值\n[计] 鉴定; 评价; 求值",cet6 gre,s:evaluations
evanescent,.i:vә'nesnt,"a. 逐渐消失的, 容易消散的, 短暂的\n[医] 易消灭的, 渐消失的, 挥发性的",gre,
evaporate,i'væpәreit,"vi. 蒸发, 失去水分, 消失\nvt. 使蒸发, 使脱水, 使消失",cet4 cet6 ky toefl ielts gre,d:evaporated/3:evaporates/p:evaporated/i:evaporating/s:evaporates
evaporation,i.væpә'reiʃәn,"n. 蒸发, 脱水, 消失\n[化] 蒸发",cet6 toefl,
evasion,i'veiʒәn,"n. 逃避, 藉口\n[法] 回避, 规避, 逃避",toefl gre,s:evasions
evasive,i'veisiv,"a. 逃避的, 回避的, 托辞的\n[法] 逃避的, 规避的, 推托的",toefl gre,
eve,i:v,"n. 前夕, 前夜",cet4 ky,s:eves
even,'i:vәn,"a. 平坦的, 相等的, 连贯的, 均等的, 公平的, 偶数的, 平均的, 平衡的, 恰好的\nvt. 使平坦, 使相等\nvi. 变平, 成为相等\nadv. 甚至, 实际上, 完全, 十分\nn. 偶数, 偶校验\n[计] 偶数, 偶校验",zk gk toefl ielts gre,i:evening/p:evened/3:evens/d:evened
even-tempered,,a. 性情平和的,gre,
evenhanded,'i:vәn'hændid,"a. 公平的, 公平无私的",gre,0:evenhand/1:p
evening,'i:vniŋ,"n. 傍晚, 晚间, 末期",zk gk ielts,1:i/0:even/s:evenings
evenly,'i:vәnli,"adv. 平衡地, 平坦地, 平等地",cet6 toefl,
event,i'vent,"n. 事件, 结果, 事情的进程, 竞赛项目\n[计] 事件",gk cet4 ky ielts,s:events
eventful,i'ventful,"a. 变故多的, 多事的, 重要的",toefl,
eventual,i'ventʃuәl,"a. 最后的, 终于的",toefl,
eventually,i'ventʃuәli,"adv. 最后, 终于",gk cet4 cet6 ky toefl ielts,
ever,'evә,"adv. 曾经, 究竟, 永远",zk gk,
evergreen,'evәgri:n,"n. 常绿树, 常绿植物\na. 常绿的",toefl,s:evergreens
everlasting,.evә'læstiŋ,"a. 永恒的, 持久的\nn. 上帝, 神",cet6 toefl ielts gre,s:everlastings
every,'evri,"a. 每一, 所有的",zk gk,
everybody,'evribɒdi,"pron. 每个人, 人人",zk gk,
everyday,'evri'dei,"a. 每天的, 日常的, 平常的",zk gk cet4 ky,
everyone,'evriwʌn,"pron. 每个人, 人人\n[计] 系统中的一个组名",zk gk,
everything,'evriθiŋ,"pron. 每件事物, 所有事物",zk gk,
everywhere,'evrihwєә,"adv. 各处, 到处",zk gk,
evict,i'vikt,"vt. 逐出, 赶出, 驱逐\n[法] 逐出, 驱逐, 没收",ielts gre,d:evicted/i:evicting/p:evicted/3:evicts
eviction,i'vikʃәn,"n. 逐出, 赶出\n[法] 收回财产, 收回租地, 没收",gre,s:evictions
evidence,'evidәns,"n. 根据, 证据, 迹象\n[经] 证据, 凭证",gk cet4 cet6 ky toefl ielts,d:evidenced/s:evidences/i:evidencing/p:evidenced/3:evidences
evident,'evidәnt,"a. 显然的, 明显的",gk cet4 cet6 ky toefl,
evil,'i:vl,"n. 邪恶, 不幸, 罪恶\na. 邪恶的, 不幸的, 有害的, 讨厌的",cet4 cet6 ky,s:evils
evince,i'vins,"vt. 表明(感情等), 表示出(特性等)",toefl gre,d:evinced/p:evinced/3:evinces/i:evincing
eviscerate,i'visәreit,"vt. 取出内脏, 除去精华, 切除(病人)器官\nvi. (因手术不良)内脏凸出",toefl gre,p:eviscerated/d:eviscerated/i:eviscerating/3:eviscerates
evocative,i'vɒkәtiv,"a. 唤出...的, 唤起...的",gre,
evoke,i'vәuk,"vt. 唤起, 引起, 召(魂)\n[法] 提审, 移送",cet6 ky toefl ielts gre,3:evokes/d:evoked/p:evoked/i:evoking
evolution,.i:vә'lu:ʃәn,"n. 进化, 发展, 进展, (气体)放出, 开方\n[医] 进化, 演化, 旋出",gk cet4 cet6 ky toefl ielts,s:evolutions
evolutionary,",i:vә'lu:ʃәnәri","a. 展开的, 进化论的, 进化的, 发展的\n[计] 进化的, 改良的, 发展的",cet6 toefl,
evolve,i'vɒlv,"vi. 进展, 进化, 展开\nvt. 使发展, 使推断出, 使进化",cet4 cet6 ky toefl gre,d:evolved/p:evolved/i:evolving/3:evolves
ewe,ju:,n. 母羊,gre,s:ewes
ewer,'ju:ә,"n. (有柄的)大口水壶, 花瓶状水罐",gre,s:ewers
exacerbate,ek'sæsәbeit,"vt. 使恶化, 使增剧, 激怒, 使加剧",ielts gre,d:exacerbated/p:exacerbated/3:exacerbates/i:exacerbating
exact,ig'zækt,"a. 精确的, 准确的, 精密的\nvt. 强求, 急需",gk cet4 ky toefl gre,d:exacted/p:exacted/3:exacts/i:exacting
exacting,ig'zæktiŋ,"a. 苛求的, 吃力的",toefl gre,0:exact/1:i/i:exacting
exactitude,ig'zæktitju:d,"n. 正确(性), 精密, 精确(性), 严格",gre,s:exactitudes
exactly,i^'zæktli,"adv. 确切地, 精确地, 恰好, 完全地, 确实, 恰恰正是, 确实如此",gk cet4,
exaggerate,ig'zædʒәreit,"v. 夸大, 夸张",cet4 cet6 ky toefl ielts gre,d:exaggerated/i:exaggerating/p:exaggerated/3:exaggerates
exaggeration,ig.zædʒә'reiʃәn,"n. 夸张, 夸大的事物, 夸大之词",toefl gre,s:exaggerations
exalt,ig'zɒ:lt,"vt. 提升, 提高, 赞扬, 使得意\nvi. 使人兴奋, 使人得意",toefl gre,d:exalted/i:exalting/p:exalted/3:exalts
exaltation,.egzɒ:l'teiʃәn,"n. 提升, 提高, 得意洋洋\n[医] [异常]兴奋, 激越",gre,s:exaltations
exalted,ig'zɒ:ltid,"a. 高尚的, 尊贵的, 高位的, 兴奋的",toefl,d:exalted/0:exalted/1:dp/p:exalted
exam,ig'zæm,"n. 考试, 测验",zk ielts,s:exams
examination,ig.zæmi'neiʃәn,"n. 考试, 测验, 审查\n[医] 检查, 诊察",zk cet4 cet6 ielts,s:examinations
examine,ig'zæmin,"v. 检查, 调查, 考试",zk gk cet4 cet6 ky,d:examined/i:examining/p:examined/3:examines
example,ig'zæmpl,"n. 例子, 样本, 实例\n[化] 实例",zk gk ielts,s:examples
examples,,n. 例子；列证（example的复数形式）,ielts,0:example/1:s
exams,,n. 考试；检查（exam的复数）,ielts,0:exam/1:s
exasperate,ig'zæspәreit,"vt. 使恼怒, 激怒, 恶化\na. 糙面的, 恼怒的, 激怒的",toefl ielts gre,d:exasperated/p:exasperated/i:exasperating/3:exasperates
excavate,'ekskәveit,"v. 挖空, 挖出, 凿通",toefl ielts gre,d:excavated/p:excavated/i:excavating/3:excavates
excavation,.ekskә'veiʃәn,"n. 挖掘, 发掘, 挖掘的洞\n[医] 陷凹, 挖除",toefl,s:excavations
exceed,ik'si:d,"vt. 超过, 超越, 胜过\nvi. 超过其他",cet4 cet6 ky toefl ielts gre,3:exceeds/i:exceeding/d:exceeded/p:exceeded
exceedingly,ik'si:diŋli,"adv. 极端地, 极度地, 非常",cet4 cet6 ky ielts,
excel,ik'sel,"vt. 胜过, 优于, 擅长\nvi. 胜过其他",cet6 ky toefl ielts gre,p:excelled/3:excels/d:excelled/i:excelling
excellent,'ekslәnt,"a. 优良的, 杰出的, 出色的",zk gk cet4 cet6 ky toefl,
except,ik'sept,"vt. 除, 除外\nvi. 反对\nprep. 除了...之外, 若不是, 除非\nconj. 只是",zk gk,i:excepting/p:excepted/d:excepted/3:excepts
exception,ik'sepʃәn,"n. 例外, 除外, 异议\n[计] 例外; 异常",cet4 cet6 ky toefl ielts,s:exceptions
exceptionable,ik'sepʃәnәbl,"a. 可反对的, 可抗议的",gre,
exceptional,ik'sepʃәnәl,"a. 例外的, 异常的, 特别的",cet6 ky toefl ielts gre,s:exceptionals
exceptionally,,adv. 特殊地；异常地；例外地,toefl,
excerpt,'eksә:pt,"n. 摘录\nv. 引用, 摘录",ky toefl ielts gre,s:excerpts/p:excerpted/d:excerpted/i:excerpting/3:excerpts
excess,ik'ses,"n. 过度, 剩于, 超过, 超额\na. 过量的, 额外的",cet4 cet6 ky toefl ielts gre,s:excesses
excessive,ik'sesiv,"a. 过度的, 过多的, 极端的\n[法] 过度的, 过分的, 额外的",cet4 cet6 ky toefl,
excessively,ik'sesivli,"adv. 过多, 极度, 过度, 过分",cet6,
exchange,iks'tʃeindʒ,"n. 交换, (电话)交换局, 交换机, 汇兑, 交易所\nv. 交换, 交易, 兑换\n[计] 交换; 电话局",gk cet4 cet6 ky toefl ielts,s:exchanges/d:exchanged/p:exchanged/i:exchanging/3:exchanges
exchequer,iks'tʃekә,"n. (英国)财政部, 国库\n[法] 国库, 财源, 财政法院",gre,s:exchequers
excise,ek'saiz,"n. (烟、酒等)消费税, 货物税, 国产税\nvt. 切除",gre,d:excised/p:excised/i:excising/s:excises/3:excises
excitability,ik.saitә'biliti,"n. 易兴奋性, 兴奋性, 激动性\n[医] 应激性, 刺激感受性, 兴奋性",gre,
excitable,ik'saitәbl,"a. 能被激动的, 易兴奋的, 易怒的\n[医] 应激的, [可]兴奋的",toefl,
excite,ik'sait,"vt. 刺激, 使兴奋, 激励",zk gk cet4 cet6 ky toefl,d:excited/p:excited/3:excites/i:exciting
excitement,ik'saitmәnt,"n. 刺激, 兴奋\n[医] 兴奋, 激动",cet4 ky toefl ielts,s:excitements
exciting,ik'saitiŋ,"a. 令人兴奋的, 刺激的\n[电] 激磁",cet4 cet6 ky toefl ielts,i:exciting/0:exciting/1:i
exclaim,iks'kleim,"v. 大叫, 呼喊, 大声叫",cet4 cet6 ky toefl ielts gre,p:exclaimed/i:exclaiming/3:exclaims/d:exclaimed
exclamation,.eksklә'meiʃәn,"n. 惊呼, 激烈言词, 惊叹词",cet6 gre,s:exclamations
exclude,iks'klu:d,"vt. 除外, 排除, 排斥\n[医] 除外(诊断)",cet4 cet6 ky toefl ielts gre,d:excluded/i:excluding/3:excludes/p:excluded
exclusion,ik'sklu:ʒәn,"n. 排除, 除外, 逐出\n[医] 排除, 除外, 分离术",toefl,s:exclusions
exclusive,ik'sklu:siv,"a. 排外的, 独占的, 唯一的\n[计] 独占的",cet4 cet6 ky toefl ielts gre,s:exclusives
exclusively,ik'sklu:sivli,"adv. 排他地, 仅仅, 专门, 只, 仅, 唯一地, 专有地",cet4 cet6 toefl ielts,
excogitate,eks'kɒdʒiteit,"vt. 想出, 研究出, 设计, 发明",gre,i:excogitating/p:excogitated/3:excogitates/d:excogitated
excoriate,ek'skɒ:rieit,"vt. 剥皮, 擦破皮肤, 严厉的责难",gre,p:excoriated/d:excoriated/i:excoriating/3:excoriates
excrement,'ekskrimәnt,"n. 排泄, 大便\n[医] 粪便",ielts,
excrete,ek'skri:t,"vt. 排泄, 分泌\n[医] 排泄, 分泌",cet6 gre,d:excreted/p:excreted/i:excreting/3:excretes
excruciate,iks'kru:ʃieit,"vt. 施酷刑, 拷问, 使苦恼, 折磨",gre,i:excruciating/p:excruciated/3:excruciates/d:excruciated
exculpate,'ekskʌlpeit,"vt. 使无罪, 开脱\n[法] 使无罪, 申辩无罪, 辩解",toefl gre,p:exculpated/3:exculpates/i:exculpating/d:exculpated
excursion,ik'skә:ʒәn,"n. 远足, 游览圆, 短程旅行\n[医] 移动, 离轨, 逸出",cet4 cet6 ky toefl ielts gre,s:excursions
excursive,ik'skә:siv,"a. 游览的, 离题的, 散漫的\n[医] 移动性的",gre,
excuse,ik'skju:z,"vt. 原谅, 申辩, 做为...的托辞\nn. 致歉, 理由, 饶恕, 借口",zk gk toefl ielts,s:excuses/d:excused/p:excused/i:excusing/3:excuses
execrable,'eksikrәbl,"a. 该咒的, 可憎恨的, 讨厌的",gre,
execrate,'eksikreit,"vt. 憎恨, 憎恶, 诅咒\nvi. 诅咒",gre,d:execrated/p:execrated/i:execrating/3:execrates
execration,.eksi'kreiʃәn,"n. 憎恶, 诅咒, 被咒骂的人(或事)",gre,s:execrations
execute,'eksikju:t,"vt. 执行, 实行, 完成, 处死, 制成\n[计] 执行",cet4 cet6 ky toefl ielts gre,d:executed/p:executed/i:executing/3:executes
execution,.eksi'kju:ʃәn,"n. 实行, 完成, 执行, 死刑\n[计] 执行",cet6 toefl ielts,s:executions
executive,ig'zekjutiv,"n. 执行部门, 执行委员会, 执行者, 经理主管人员\na. 执行的, 善于执行的, 善于经营的\n[计] 执行程序",cet4 cet6 ky toefl ielts,s:executives
exemplary,ig'zemplәri,"a. 可仿效的, 可做模范的, 惩戒性的, 示范的\n[法] 惩罚性的, 警戒性的, 示范的",toefl gre,
exemplify,ig'zemplifai,"vt. 例证, 例示\n[法] 制作经公章证明的誊本, 例证",cet6 ky toefl ielts gre,d:exemplified/3:exemplifies/i:exemplifying/p:exemplified
exempt,ig'zempt,"n. 免税者, 被免除义务者\na. 免除的\nvt. 使免除, 豁免",cet6 ky toefl ielts gre,d:exempted/i:exempting/3:exempts/p:exempted
exemption,ig'zempʃәn,"n. 解除, 免除, 免税\n[化] 免检",toefl,s:exemptions
exercise,'eksәsaiz,"n. 行使, 执行, 运动, 练习, 作业\nvt. 运用, 练习, 运动\nvi. 练习, 锻炼",zk gk ielts,d:exercised/s:exercises/i:exercising/3:exercises/p:exercised
exert,ig'zә:t,"vt. 发挥, 运用, 施以影响\n[法] 施加, 产生, 行使",cet4 cet6 ky toefl ielts gre,d:exerted/3:exerts/p:exerted/i:exerting
exertion,ig'zә:ʃәn,"n. 努力, 发挥, 运用\n[医] 劳力, 用力",toefl,s:exertions
exhale,eks'heil,"v. 呼气, 发出, 散发",toefl gre,p:exhaled/i:exhaling/3:exhales/d:exhaled/s:exhales
exhaust,ig'zɒ:st,"n. 排气, 排气装置, 废气\nvt. 抽完, 用尽, 耗尽, 使精疲力尽\nvi. 排气",cet4 cet6 ky toefl ielts gre,d:exhausted/i:exhausting/s:exhausts/p:exhausted/3:exhausts
exhausted,iɡ'zɔ:stid,a. 耗尽的；疲惫的,toefl,0:exhaust/1:dp/d:exhausted/p:exhausted
exhausting,i^'zɔ:stiŋ,"a. 使耗尽的, 使人筋疲力尽的\n[计] 经验, 技巧, 穷举, 耗尽, 排气",toefl,0:exhaust/1:i/i:exhausting
exhaustion,ig'zɒ:stʃәn,"n. 抽空, 耗尽, 疲惫, 筋疲力尽\n[化] 抽空",cet4 toefl,s:exhaustions
exhaustive,ig'zɒ:stiv,"a. 消耗的, 枯竭的, 彻底的, 详尽的",toefl gre,
exhibit,ig'zibit,"n. 显示, 显现, 展览品, 陈列品, 展览\nvt. 展现, 陈列, 展览\nvi. 开展览会",cet4 cet6 ky toefl,d:exhibited/s:exhibits/i:exhibiting/p:exhibited/3:exhibits
exhibition,.eksi'biʃәn,"n. 表现, 展览会, 展览品\n[医] 投药, 展览, 展出",gk cet4 cet6 ky toefl ielts,s:exhibitions
exhilarate,ig'zilәreit,"vt. 使高兴, 使愉快, 鼓励",toefl ielts gre,s:exhilarates/i:exhilarating/p:exhilarated/3:exhilarates/d:exhilarated
exhilarating,ig'zilәreitiŋ,"a. 令人喜欢的, 使人愉快的, 爽快的",toefl,1:i/0:exhilarate
exhilaration,ig.zilә'reiʃәn,"n. 令人高兴, 愉快",gre,
exhort,ig'zɒ:t,"v. 劝诫, 忠告",ielts gre,p:exhorted/i:exhorting/d:exhorted/3:exhorts/s:exhorts
exhume,ig'zju:m,"vt. 掘出, 发掘",toefl gre,d:exhumed/i:exhuming/p:exhumed/3:exhumes
exigent,'eksidʒәnt,"a. 紧急的, 迫切的, 苛求的\n[法] 催告书, 勒令, 限令",gre,
exiguous,eg'zigjuәs,"a. 稀少的, 细微的, 细小的",gre,
exile,'eksail,"n. 放逐, 流放, 被放逐者\nvt. 放逐, 流放, 使背井离乡",cet6 ky toefl ielts,s:exiles/d:exiled/i:exiling/p:exiled/3:exiles
exist,ig'zist,"vi. 存在, 生存, 发生",gk cet4 cet6 ky toefl,3:exists/p:existed/d:existed/i:existing
existence,ig'zistәns,"n. 存在, 生存\n[法] 存在, 存在状态, 实体",gk cet4 cet6 ky ielts,s:existences
existent,ig'zistәnt,"a. 存在的, 生存的, 现存的\n[医] 生存者",ielts,s:existents
existential,.egzis'tenʃәl,a. 有关存在的,gre,
existing,i^'zistiŋ,"a. 存在的, 目前的, 现存的, 现有的\n[计] 现成的, 已有的, 现存的",ielts,0:exist/1:i/i:existing
exit,'eksit,"n. 出口, 退场, 离去, 去世\nvi. 退出, 脱离, 去世\n[计] 退出; DOS内部命令:本命令用于退出当前的命令处理器(COMMAND.COM)\n恢复前一个命令处理器",gk cet4 cet6 ky toefl,s:exits/i:exiting/p:exited/d:exited/3:exits
exocrine,'eksәkrain,"a. 外分泌的\n[医] 外分泌的, 外分泌物",toefl,
exodus,'eksәdәs,"n. 大批的离去\n[法] 退出, 大批离去, 成一外出",toefl gre,
exonerate,ig'zɒnәreit,"vt. 免除, 证明无罪\n[法] 解放, 开释, 免罪",gre,d:exonerated/p:exonerated/3:exonerates/i:exonerating
exorbitant,ig'zɒ:bitәnt,"a. 过度的, 过高的, 过分的",toefl ielts gre,
exorcise,'eksɒ:saiz,"vt. 驱邪, 除怪",gre,d:exorcised/p:exorcised/i:exorcising/3:exorcises
exotic,ig'zɒtik,"a. 异国的, 外来的\nn. 外来人, 外来物, 舶来品",cet6 ky toefl ielts gre,s:exotics
expand,ik'spænd,"vt. 使膨胀, 详述, 扩张\nvi. 张开, 发展\nvt. 展开\nvi. 展开\n[计] 展开; DOS外部命令:将原始DOS磁盘上的压缩文件解压缩并拷贝到硬盘上",gk cet4 cet6 ky toefl ielts gre,d:expanded/i:expanding/3:expands/p:expanded
expanding,iks'pændiŋ,[机] 扩张工作,toefl,0:expand/1:i/i:expanding
expanse,ik'spæns,"n. 宽阔区域, 宽阔, 天空",toefl,s:expanses
expansion,ik'spænʃәn,"n. 扩充, 开展, 膨胀\n[计] 扩展",cet4 cet6 ky toefl ielts,s:expansions
expansive,ik'spænsiv,"a. 扩张性的, 使扩大的, 广阔的\n[化] 膨胀的; 可以膨胀的",toefl gre,
expatiate,ek'speiʃieit,"vi. 详述, 细说, 漫游",gre,p:expatiated/d:expatiated/i:expatiating/3:expatiates
expatriate,eks'peitrieit,"n. 移居国外者, 侨民, 被流放者, 背井离乡者\nvt. 逐出国外, 脱离国籍, 放逐\nvi. 移居国外",gre,s:expatriates/p:expatriated/i:expatriating/3:expatriates/d:expatriated
expect,iks'pekt,"vt. 预期, 盼望, 期待",zk gk,d:expected/i:expecting/p:expected/3:expects
expectancy,ik'spektәnsi,"n. 期待, 期望的事物, 嘱望, 希望, 期望, 预期\n[医] 预期",ielts,s:expectancies
expectation,.ekspek'teiʃәn,"n. 期待, 指望, 展望\n[化] 期望值",gk cet4 cet6 ky,s:expectations
expediency,ik'spi:djәnsi,"n. 权宜, 方便, 私利",gre,s:expediencies
expedient,ik'spi:diәnt,"n. 权宜之计\na. 权宜的, 方便的, 有用的",toefl ielts gre,s:expedients
